semaine_code,semaine_label,jour,moment,type,distance_km,allure,repetitions,distance_rep,pause,surface,notes
15.1,Semaine du 16 au 22 Février,Vendredi,journée,tempo,18.0,4:40,,,,tapis,Vendredi tapis roulant 18 km  tempo | 3 km à 4m40 | 3 km  Pace Marathon | 1 km à 4m40 | 4 km pace Demi Marathon | 1 km à 4m40 | 3 km Pace 10 km | 3 km à 4m40
15.1,Semaine du 16 au 22 Février,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
15.1,Semaine du 16 au 22 Février,Dimanche,journée,course,28.0,5:15,,,,ext,Dimanche 28 km ext à 5m15
15.2,Semaine du 23 au 1 er Mars,Lundi,journée,off,,,,,,,off
15.2,Semaine du 23 au 1 er Mars,Mardi,matin,intervalles,,4:40,8,4min,2,tapis,Mardi matin tapis roulant | 10 min à 4m40 pause 2 min / | 8 x 4 min à 3m35 pause 2 min entre tes 4 min / | 10 min à 4m40
15.2,Semaine du 23 au 1 er Mars,Mardi,soir,course,10.0,5:15,,,,ext,Mardi soir 10 km ext à 5m15
15.2,Semaine du 23 au 1 er Mars,Mercredi,journée,course,18.0,5:25,,,,ext,Mercredi 18 km ext à 5m25
15.2,Semaine du 23 au 1 er Mars,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
15.2,Semaine du 23 au 1 er Mars,Vendredi,journée,intervalles,,4:40,13,2min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 13 x 2 min à 3m25 pause 1 min entre tes 2 min / | 10 min à 4m40
15.2,Semaine du 23 au 1 er Mars,Samedi,journée,course,10.0,5:10,,,,ext,Samedi 10 km ext à 5m10
15.2,Semaine du 23 au 1 er Mars,Dimanche,journée,course,34.0,5:15,,,,ext,Dimanche 34 km ext à 5m15 tes 4 dernier km + rapide
15.3,Semaine du 2 au 8 Mars,Lundi,journée,off,,,,,,,off
15.3,Semaine du 2 au 8 Mars,Mardi,matin,intervalles,,4:40,6,5min,2,tapis,Mardi matin tapis roulant | 10 min à 4m40 pause 2 min / | 6 x 5 min à 3m40 pause 2m30 entre tes 5 min / | 10 min à 4m40
15.3,Semaine du 2 au 8 Mars,Mardi,soir,course,12.0,5:15,,,,ext,Mardi soir 12 km ext à 5m15
15.3,Semaine du 2 au 8 Mars,Mercredi,journée,course,18.0,5:30,,,,ext,Mercredi 18 km ext à 5m30
15.3,Semaine du 2 au 8 Mars,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
15.3,Semaine du 2 au 8 Mars,Vendredi,journée,tempo,17.0,4:40,,,,tapis,Vendredi tapis roulant 17 km  tempo | 3 km à 4m40 | 5 km  Pace Marathon | 1 km à 4m40 | 5 km Pace 10 km | 3 km à 4m40
15.3,Semaine du 2 au 8 Mars,Samedi,journée,course,14.0,5:20,,,,ext,Samedi 14 km ext à 5m20
15.3,Semaine du 2 au 8 Mars,Dimanche,journée,course,26.0,5:15,,,,ext,Dimanche 26 km ext à 5m15 tes 4 dernier km + rapide
15.4,Semaine du 9 au 15 Mars,Lundi,journée,off,,,,,,,off
15.4,Semaine du 9 au 15 Mars,Mardi,matin,intervalles,,4:40,20,1min,2,tapis,Mardi matin tapis roulant | 10 min à 4m40 pause 2 min / | 20 x 1 min à 3m15 pause 1 min entre tes 1 min / | 10 min à 4m40
15.4,Semaine du 9 au 15 Mars,Mardi,soir,course,10.0,5:15,,,,ext,Mardi soir 10 km ext à 5m15
15.4,Semaine du 9 au 15 Mars,Mercredi,journée,course,20.0,5:25,,,,ext,Mercredi 20 km ext à 5m25
15.4,Semaine du 9 au 15 Mars,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
15.4,Semaine du 9 au 15 Mars,Vendredi,journée,tapis_complexe,5.0,4:40,,,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | test 5 km joue souvent  avec la vitesse du tapis Up and down pour un meilleur chrono / | 10 min à 4m40
15.4,Semaine du 9 au 15 Mars,Samedi,journée,course,10.0,5:10,,,,ext,Samedi 10 km ext à 5m10
15.4,Semaine du 9 au 15 Mars,Dimanche,journée,course,30.0,5:15,,,,ext,Dimanche 30 km ext à 5m15 tes 5 dernier km + rapide
16.1,Semaine du 16 au 22 Mars,Lundi,journée,off,,,,,,,off
16.1,Semaine du 16 au 22 Mars,Mardi,matin,intervalles,,4:40,10,3min,2,tapis,Mardi matin tapis roulant | 10 min à 4m40 pause 2 min / | 10 x 3 min à 3m30 pause 1m30 entre tes 3 min / | 10 min à 4m40
16.1,Semaine du 16 au 22 Mars,Mardi,soir,course,12.0,5:15,,,,ext,Mardi soir 12 km ext à 5m15
16.1,Semaine du 16 au 22 Mars,Mercredi,journée,course,20.0,5:30,,,,ext,Mercredi 20 km ext à 5m30
16.1,Semaine du 16 au 22 Mars,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
16.1,Semaine du 16 au 22 Mars,Vendredi,journée,tempo,17.0,4:40,,,,tapis,Vendredi tapis roulant 17 km  tempo | 3 km à 4m40 | 6 km Pace Marathon | 1 km à 4m40 | 4 km Pace Demi Marathon | 3 km à 4m40
16.1,Semaine du 16 au 22 Mars,Samedi,journée,course,15.0,5:25,,,,ext,Samedi 15 km ext à 5m25
16.1,Semaine du 16 au 22 Mars,Dimanche,journée,course,25.0,5:15,,,,ext,Dimanche 25 km ext à 5m15 tes 5 dernier + rapide
16.2,Semaine du 23 au 29 Mars,Lundi,journée,off,,,,,,,off
16.2,Semaine du 23 au 29 Mars,Mardi,matin,intervalles,,4:40,8,4min,2,tapis,Mardi matin tapis roulant | 10 min à 4m40 pause 2 min / | 8 x 4 min à 3m40 pause 2 min entre tes 4 min / | 10 min à 4m40
16.2,Semaine du 23 au 29 Mars,Mardi,soir,course,10.0,5:15,,,,ext,Mardi soir 10 km ext à 5m15
16.2,Semaine du 23 au 29 Mars,Mercredi,journée,course,18.0,5:25,,,,ext,Mercredi 18 km ext à 5m25
16.2,Semaine du 23 au 29 Mars,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
16.2,Semaine du 23 au 29 Mars,Vendredi,journée,intervalles,,4:40,12,2min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 12 x 2 min à 3m30 pause 1 min entre tes 2 min / | 10 min à 3m25
16.2,Semaine du 23 au 29 Mars,Vendredi,soir,course,10.0,5:15,,,,ext,Vendredi soir 10 km à 5m15
16.2,Semaine du 23 au 29 Mars,Samedi,journée,course,10.0,5:10,,,,ext,Samedi 10 km ext à 5m10
16.2,Semaine du 23 au 29 Mars,Dimanche,journée,course,35.0,5:15,,,,ext,Dimanche 35 km ext à 5m15 tes 5 dernier + rapide
16.2,Semaine du 23 au 29 Mars,Dimanche,soir,course,10.0,5:15,,,,ext,Dimanche soir 10 km ext à 5m15
16.3,Semaine du 30 au 5 Avril,Lundi,soir,course,12.0,5:15,,,,ext,Lundi soir 12 km ext à 5m15
16.3,Semaine du 30 au 5 Avril,Mardi,matin,course,22.0,5:35,,,,ext,Mardi matin 22 km ext à 5m35
16.3,Semaine du 30 au 5 Avril,Mardi,soir,course,8.0,5:10,,,,ext,Mardi soir 8 km ext à 5m10
16.3,Semaine du 30 au 5 Avril,Mercredi,matin,course,18.0,5:25,,,,ext,Mercredi matin 18 km ext à 5m25
16.3,Semaine du 30 au 5 Avril,Jeudi,matin,course,14.0,5:20,,,,ext,Jeudi matin 14 km ext à 5m20
16.3,Semaine du 30 au 5 Avril,Vendredi,journée,tempo,21.0,4:40,,,,tapis,Vendredi tapis roulant 21 km tempo | 3 km à 4m40 | 7 km Pace Marathon | 1 km à 4m40 | 7 km Pace Marathon | 3 km à 4m40
16.3,Semaine du 30 au 5 Avril,Samedi,journée,course,15.0,5:25,,,,ext,Samedi 15 km ext à 5m25
16.3,Semaine du 30 au 5 Avril,Dimanche,journée,autre,25.0,5:15,,,,ext,Dimanche 25 km ext à 5m15 | tes 5 dernier km pace Marathon
16.4,Semaine du 6 au 12 Avril,Lundi,journée,off,,,,,,,off
16.4,Semaine du 6 au 12 Avril,Mardi,matin,intervalles,,4:40,4,7min,2,tapis,Mardi matin tapis roulant | 10 min à 4m40 pause 2 min / | 4 x 7 min à 3m50 pause 3 min entre tes 7 min / | 10 min à 4m40
16.4,Semaine du 6 au 12 Avril,Mardi,soir,course,10.0,5:15,,,,ext,Mardi soir 10 km ext à 5m15
16.4,Semaine du 6 au 12 Avril,Mercredi,journée,course,20.0,5:30,,,,ext,Mercredi 20 km ext à 5m30
16.4,Semaine du 6 au 12 Avril,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
16.4,Semaine du 6 au 12 Avril,Vendredi,journée,intervalles,,4:40,22,1min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 22 x 1 min à 3m20 pause 1 min entre tes 1 min / | 10 min à 3m25
16.4,Semaine du 6 au 12 Avril,Vendredi,soir,course,10.0,5:15,,,,ext,Vendredi soir 10 km à 5m15
16.4,Semaine du 6 au 12 Avril,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
16.4,Semaine du 6 au 12 Avril,Dimanche,journée,course,28.0,5:10,,,,ext,Dimanche 28 km ext à 5m10 tes 4 dernier + rapide
16.4,Semaine du 6 au 12 Avril,Dimanche,soir,course,10.0,5:15,,,,ext,Dimanche soir 10 km ext à 5m15
17.1,Semaine du 13 au 19 Avril,Lundi,journée,off,,,,,,,off
17.1,Semaine du 13 au 19 Avril,Mardi,journée,intervalles,2.0,4:40,6,1000m,2,ext,2 km ext à 4m40 pause 2 min / | 6 x 1000m à 3m40 pause 2 min entre tes 1000m / | 2 km à 4m40
17.1,Semaine du 13 au 19 Avril,Mardi,soir,course,10.0,5:10,,,,ext,Mardi soir 10 km ext à 5m10
17.1,Semaine du 13 au 19 Avril,Mercredi,journée,course,20.0,5:30,,,,ext,Mercredi 20 km ext à 5m30
17.1,Semaine du 13 au 19 Avril,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
17.1,Semaine du 13 au 19 Avril,Vendredi,journée,intervalles,2.0,4:40,10,500m,2,ext,2 km ext à 4m40 pause 2 min / | 10 x 500m à 3m25 pause 1m30 entre tes 500m / | 2 km à 4m40
17.1,Semaine du 13 au 19 Avril,Vendredi,soir,course,10.0,5:10,,,,ext,Vendredi soir 10 km ext à 5m10
17.1,Semaine du 13 au 19 Avril,Samedi,journée,course,10.0,5:10,,,,ext,Samedi 10 km ext à 5m10
17.1,Semaine du 13 au 19 Avril,Dimanche,journée,course,35.0,5:15,,,,ext,Dimanche 35 km ext à 5m15 tes 5 dernier km + rapide
17.2,Semaine du 20 au 26 Avril,Lundi,journée,off,,,,,,,off
17.2,Semaine du 20 au 26 Avril,Mardi,journée,intervalles,2.0,4:40,4,1500m,2,ext,2 km ext à 4m40 pause 2 min / | 4 x 1500m à 3m45 pause 2m30 entre tes 1500m / | 2 km à 4m40
17.2,Semaine du 20 au 26 Avril,Mercredi,journée,course,16.0,5:20,,,,ext,Mercredi 16 km ext à 5m20
17.2,Semaine du 20 au 26 Avril,Jeudi,journée,course,14.0,5:15,,,,ext,Jeudi 14 km ext à 5m15
17.2,Semaine du 20 au 26 Avril,Vendredi,journée,intervalles,2.0,4:40,12,400m,2,ext,2 km ext à 4m40 pause 2 min / | 12 x 400m à 3m20 pause 1m25 entre tes 400m / | 2 km à 4m40
17.2,Semaine du 20 au 26 Avril,Samedi,journée,course,10.0,5:00,,,,ext,Samedi 10 km ext à 5m00
17.2,Semaine du 20 au 26 Avril,Dimanche,journée,autre,16.0,5:00,,,,ext,Dimanche 16 km ext à 5m00 tes derniers 4 km à 3m50 | Pas + de km vu Lévis le weekend prochain
17.3,Semaine du 27 au 3 Mai,Lundi,journée,course,12.0,5:10,,,,ext,Lundi 12 km ext à 5m10
17.3,Semaine du 27 au 3 Mai,Mardi,journée,course,14.0,5:20,,,,ext,Mardi 14 km ext à 5m20
17.3,Semaine du 27 au 3 Mai,Mercredi,journée,intervalles,2.0,4:40,2,1000m,2,ext,2 km ext à 4m40 pause 2 min / | 2 x 1000m à 3m45 pause 2 min entre tes 1000m / | 10 x 300m à 3m20 pause 1m15 entre tes 300m / | 2 km à 4m40
17.3,Semaine du 27 au 3 Mai,Jeudi,journée,course,10.0,5:10,,,,ext,Jeudi 10 km ext à 5m10
17.3,Semaine du 27 au 3 Mai,Vendredi,journée,off,,,,,,,off
17.3,Semaine du 27 au 3 Mai,Samedi,journée,off,,,,,,,off
17.3,Semaine du 27 au 3 Mai,Dimanche,journée,course,9.0,5:15,,,,ext,Dimanche Demi marathon de Lévis tu suite  après rajoute toi 9 km à 5m15
17.4,Semaine du 4 au 10 Mai,Lundi,journée,off,,,,,,,off
17.4,Semaine du 4 au 10 Mai,Mardi,journée,intervalles,2.0,4:40,4,1200m,2,ext,2 km ext à 4m40 pause 2 min / | 4 x 1200m à 3m50 pause 2m20 entre tes 1200m  pas + vite / | 2 km à 4m40
17.4,Semaine du 4 au 10 Mai,Mercredi,journée,course,18.0,5:30,,,,ext,Mercredi 18 km ext à 5m30
17.4,Semaine du 4 au 10 Mai,Jeudi,journée,course,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15
17.4,Semaine du 4 au 10 Mai,Vendredi,journée,tempo,12.0,4:40,,,,ext,Vendredi 12 km tempo | en alternance toute d'une shot pas + vite | 3 km à 4m40 | 3 km à 4m05 | 3 km à 4m40 | 3 km à 4m05
17.4,Semaine du 4 au 10 Mai,Samedi,journée,course,10.0,5:10,,,,ext,Samedi 10 km ext à 5m10
17.4,Semaine du 4 au 10 Mai,Dimanche,journée,course,24.0,5:15,,,,ext,Dimanche 24 km ext à 5m15 tes 5 dernier km pas + vite que 4m10
18.1,Semaine du 11 au 17 Mai,Lundi,journée,off,,,,,,,off
18.1,Semaine du 11 au 17 Mai,Mardi,journée,course,14.0,5:20,,,,ext,Mardi 14 km ext à 5m20
18.1,Semaine du 11 au 17 Mai,Mercredi,journée,intervalles,2.0,4:40,6,800m,2,ext,2 km ext à 4m40 pause 2 min / | 6 x 800m à 3m35 pause 1m50 entre tes 800m / | 2 km à 4m40
18.1,Semaine du 11 au 17 Mai,Jeudi,journée,course,16.0,5:25,,,,ext,Jeudi 16 km ext à 5m25
18.1,Semaine du 11 au 17 Mai,Vendredi,journée,course,12.0,5:15,,,,ext,Vendredi 12 km ext à 5m15
18.1,Semaine du 11 au 17 Mai,Samedi,journée,off,,,,,,,off
18.1,Semaine du 11 au 17 Mai,Dimanche,journée,tempo,15.0,5:00,,,,ext,Dimanche 15 km ext Tempo | 5 km à 5m00 | 5 km Pace Demi Marathon | 5 km à 5m00
18.2,Semaine du 18 au 24 Mai,Lundi,journée,autre,14.0,5:20,,,,ext,matin 14 km ext à 5m20 | soir 8 km ext à 5m00
18.2,Semaine du 18 au 24 Mai,Mardi,journée,course,12.0,5:15,,,,ext,Mardi 12 km ext à 5m15
18.2,Semaine du 18 au 24 Mai,Mercredi,journée,intervalles,2.0,4:40,10,300m,2,ext,2 km ext à 4m40 pause 2 min / | 10 x 300m à 3m20 pause 1m15 entre tes 300m pas + vite / | 2 km à 4m40
18.2,Semaine du 18 au 24 Mai,Jeudi,journée,off,,,,,,,off
18.2,Semaine du 18 au 24 Mai,Vendredi,journée,off,,,,,,,off
18.2,Semaine du 18 au 24 Mai,Samedi,journée,off,,,,,,,off
18.2,Semaine du 18 au 24 Mai,Dimanche,journée,course_officielle,,,,,,,Dimanche Marathon Buffalo  Letsgo
18.3,Semaine du 25 au 31 Mai,Lundi,journée,off,,,,,,,off
18.3,Semaine du 25 au 31 Mai,Mardi,journée,off,,,,,,,off
18.3,Semaine du 25 au 31 Mai,Mercredi,journée,off,,,,,,,off
18.3,Semaine du 25 au 31 Mai,Jeudi,journée,intervalles,2.0,4:40,10,300m,2,ext,2 km ext à 4m40 pause 2 min / | 10 x 300m à rapide pour enlever  la lourdeur du marathon pause 1m15 entre tes 300m / | 2 km à 4m40
18.3,Semaine du 25 au 31 Mai,Vendredi,journée,course,12.0,5:10,,,,ext,12 km ext à 5m10
18.3,Semaine du 25 au 31 Mai,Samedi,journée,off,,,,,,,off
18.3,Semaine du 25 au 31 Mai,Dimanche,journée,course,18.0,5:10,,,,ext,18 km ext à 5m10 tes 4 dernier + rapide
18.4 1er au 7 juin.txt,Semaine du 1 er au 7 Juin,Lundi,journée,off,,,,,,,off
18.4 1er au 7 juin.txt,Semaine du 1 er au 7 Juin,Mardi,journée,course,14.0,5:15,,,,ext,Mardi 14 km ext à 5m15
18.4 1er au 7 juin.txt,Semaine du 1 er au 7 Juin,Mercredi,journée,intervalles,2.0,4:40,6,1000m,2,ext,2 km ext à 4m40 pause 2 min / | 6 x 1000m à 3m35 pause 2 min entre tes 1000m / | 2 km à 4m40
18.4 1er au 7 juin.txt,Semaine du 1 er au 7 Juin,Jeudi,journée,course,18.0,5:25,,,,ext,Jeudi 18 km ext à 5m25
18.4 1er au 7 juin.txt,Semaine du 1 er au 7 Juin,Vendredi,journée,course,12.0,5:10,,,,ext,Vendredi 12 km ext à 5m10
18.4 1er au 7 juin.txt,Semaine du 1 er au 7 Juin,Samedi,journée,course,10.0,5:00,,,,ext,Samedi 10 km ext à 5m00
18.4 1er au 7 juin.txt,Semaine du 1 er au 7 Juin,Dimanche,journée,course,24.0,5:15,,,,ext,Dimanche 24 km ext à 5m15 tes 4 dernier + rapide
19.1,Semaine du 8 au 14 Juin,Lundi,journée,off,,,,,,,off
19.1,Semaine du 8 au 14 Juin,Mardi,journée,course,16.0,5:20,,,,ext,Mardi 16 km ext à 5m20
19.1,Semaine du 8 au 14 Juin,Mercredi,journée,course,14.0,5:15,,,,ext,Mercredi 14 km ext à 5m15
19.1,Semaine du 8 au 14 Juin,Jeudi,journée,course,12.0,5:10,,,,ext,Jeudi 12 km ext à 5m10
19.1,Semaine du 8 au 14 Juin,Vendredi,journée,course,18.0,5:25,,,,ext,Vendredi 18 km ext à 5m25
19.1,Semaine du 8 au 14 Juin,Samedi,journée,course,15.0,5:20,,,,ext,Samedi 15 km ext à  5m20
19.1,Semaine du 8 au 14 Juin,Dimanche,journée,course,25.0,5:10,,,,ext,Dimanche 25 km ext à 5m10 tes 4 dernier + rapide
2.1,Semaine du 17 au 23 Février  - ENDURANCE: 56 km,Lundi,journée,off,,,,,,,off
2.1,Semaine du 17 au 23 Février  - ENDURANCE: 56 km,Mardi,journée,tempo,,5:10,,,,tapis,Mardi tapis roulant | 60 min tempo | 15 min à 5m10 | 15 min à 4m35 | 15 min à 5m10 | 15 min à 4m35 | en alternance toute d'une shot
2.1,Semaine du 17 au 23 Février  - ENDURANCE: 56 km,Mercredi,journée,autre,20.0,5:40,,,,ext,Mercredi 20 km ext à 5m40 | 148 bpm
2.1,Semaine du 17 au 23 Février  - ENDURANCE: 56 km,Jeudi,journée,autre,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15 | 154 bpm
2.1,Semaine du 17 au 23 Février  - ENDURANCE: 56 km,Vendredi,journée,intervalles,,5:10,7,3min,2,tapis,Vendredi tapis roulant | 10 min à 5m10 pause 2 min / | 7 x 3 min à 4m15 pause 1m30 entre tes 3 min / | 10 min à 5m10
2.1,Semaine du 17 au 23 Février  - ENDURANCE: 56 km,Samedi,journée,off,,,,,,,off
2.1,Semaine du 17 au 23 Février  - ENDURANCE: 56 km,Dimanche,journée,autre,24.0,5:40,,,,ext,Dimanche 24 km ext à 5m40 | 146 bpm
2.2,Semaine du 24 au 2 Mars  - ENDURANCE: 55 km,Lundi,journée,off,,,,,,,off
2.2,Semaine du 24 au 2 Mars  - ENDURANCE: 55 km,Mardi,journée,tempo,,5:10,,,,tapis,Mardi tapis roulant | 80 min tempo | 20 min à 5m10 | 20 min à 4m40 | 20 min à 5m10 | 20 min à 4m40 | en alternance toute d'une shot
2.2,Semaine du 24 au 2 Mars  - ENDURANCE: 55 km,Mercredi,journée,autre,18.0,5:40,,,,ext,Mercredi 18 km ext à 5m40 | 148 bpm
2.2,Semaine du 24 au 2 Mars  - ENDURANCE: 55 km,Jeudi,journée,autre,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15 | 153 bpm
2.2,Semaine du 24 au 2 Mars  - ENDURANCE: 55 km,Vendredi,journée,intervalles,,5:10,,,2,tapis,Vendredi tapis roulant | 10 min à 5m10 pause 2 min / | 14 x 1m30 à 4m05 pause 1 min entre tes 1m30  / | 10 min à 5m10
2.2,Semaine du 24 au 2 Mars  - ENDURANCE: 55 km,Samedi,journée,off,,,,,,,off
2.2,Semaine du 24 au 2 Mars  - ENDURANCE: 55 km,Dimanche,journée,autre,25.0,5:40,,,,ext,Dimanche 25 km ext à 5m40 | 149 bpm
2.3,Semaine du 3 au 9 Mars  - ENDURANCE: 59 km,Lundi,journée,off,,,,,,,off
2.3,Semaine du 3 au 9 Mars  - ENDURANCE: 59 km,Mardi,journée,intervalles,,5:00,5,5min,2,tapis,Mardi tapis roulant | 10 min à 5m00 pause 2 min / | 5 x 5 min à 4m20 pause 2m30  entre tes 5 min / | 10 min à 5m00
2.3,Semaine du 3 au 9 Mars  - ENDURANCE: 59 km,Mercredi,journée,autre,20.0,5:40,,,,ext,Mercredi 20 km ext à 5m40 | 144 bpm
2.3,Semaine du 3 au 9 Mars  - ENDURANCE: 59 km,Jeudi,journée,autre,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15 | 151 bpm
2.3,Semaine du 3 au 9 Mars  - ENDURANCE: 59 km,Vendredi,journée,intervalles,,5:00,18,1min,2,tapis,Vendredi tapis roulant | 10 min à 5m00 pause 2 min / | 18 x 1 min à 4m00 pause 1 min entre tes 1 min / | 10 min à 5m00
2.3,Semaine du 3 au 9 Mars  - ENDURANCE: 59 km,Samedi,journée,off,,,,,,,off
2.3,Semaine du 3 au 9 Mars  - ENDURANCE: 59 km,Dimanche,journée,course,27.0,5:40,,,,ext,Dimanche 27 km ext à 5m40
2.4,Semaine du 10 au 16 Mars - ENDURANCE : 59 km,Lundi,journée,off,,,,,,,off
2.4,Semaine du 10 au 16 Mars - ENDURANCE : 59 km,Mardi,journée,tempo,,5:10,,,,tapis,Mardi tapis roulant | 90 min tempo | 15 min à 5m10 | 15 min à 4m35 | 15 min à 5m10 | 15 min à 4m35 | 15 min à 5m10 | 15 min à 4m35 | en alternance toute d'une shot
2.4,Semaine du 10 au 16 Mars - ENDURANCE : 59 km,Mercredi,journée,autre,20.0,5:40,,,,ext,Mercredi 20 km ext à 5m40 | 148 bpm
2.4,Semaine du 10 au 16 Mars - ENDURANCE : 59 km,Jeudi,journée,autre,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15 | 156 bpm
2.4,Semaine du 10 au 16 Mars - ENDURANCE : 59 km,Vendredi,journée,intervalles,,5:10,10,2min,2,tapis,Vendredi tapis roulant | 10 min à 5m10 pause 2 min / | 10 x 2 min  à 4m10 pause 1 min entre tes 2 min  / | 10 min à 5m10
2.4,Semaine du 10 au 16 Mars - ENDURANCE : 59 km,Samedi,journée,off,,,,,,,off
2.4,Semaine du 10 au 16 Mars - ENDURANCE : 59 km,Dimanche,journée,autre,27.0,5:40,,,,ext,Dimanche 27 km ext à 5m40 | 143 bpm
3.1,Semaine du 17 au 23 Mars - ENDURANCE 64 km,Lundi,journée,off,,,,,,,off
3.1,Semaine du 17 au 23 Mars - ENDURANCE 64 km,Mardi,journée,intervalles,,5:00,3,7min,2,tapis,Mardi tapis roulant | 10 min à 5m00 pause 2 min / | 3 x 7 min à 4m30 pause 3m30  entre tes 7 min / | 3 x 3 min à 4m10 pause 1m30 entre tes 3 min / | 10 min à 5m00
3.1,Semaine du 17 au 23 Mars - ENDURANCE 64 km,Mercredi,journée,autre,22.0,5:40,,,,ext,Mercredi 22 km ext à 5m40 | 144 bpm
3.1,Semaine du 17 au 23 Mars - ENDURANCE 64 km,Jeudi,journée,autre,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15 | 153 bpm
3.1,Semaine du 17 au 23 Mars - ENDURANCE 64 km,Vendredi,journée,intervalles,,5:00,10,2min,2,tapis,Vendredi tapis roulant | 10 min à 5m00 pause 2 min / | 10 x 2 min à 4m05 pause 1 min entre tes 2 min / | 10 min à 5m00
3.1,Semaine du 17 au 23 Mars - ENDURANCE 64 km,Samedi,journée,off,,,,,,,off
3.1,Semaine du 17 au 23 Mars - ENDURANCE 64 km,Dimanche,journée,course,30.0,5:30,,,,ext,Dimanche 30 km ext à 5m30
3.2,Semaine du 24 au 30 Mars - ENDURANCE 60 km,Lundi,journée,off,,,,,,,off
3.2,Semaine du 24 au 30 Mars - ENDURANCE 60 km,Mardi,journée,tempo,,5:10,,,,tapis,Mardi tapis roulant | 80 min tempo | 20 min à 5m10 | 20 min à 4m35 | 20 min à 5m10 | 20 min à 4m35 | en alternance toute d'une shot
3.2,Semaine du 24 au 30 Mars - ENDURANCE 60 km,Mercredi,journée,course,22.0,5:40,,,,ext,Mercredi 22 km ext à 5m40
3.2,Semaine du 24 au 30 Mars - ENDURANCE 60 km,Jeudi,journée,course,14.0,5:25,,,,ext,Jeudi 14 km ext à 5m25
3.2,Semaine du 24 au 30 Mars - ENDURANCE 60 km,Vendredi,journée,intervalles,,5:10,20,1min,2,tapis,Vendredi tapis roulant | 10 min à 5m10 pause 2 min / | 20 x 1 min à 4m00 pause 1 min entre tes 1 min  / | 10 min à 5m10
3.2,Semaine du 24 au 30 Mars - ENDURANCE 60 km,Samedi,journée,off,,,,,,,off
